wday,day,month,tcars,revenue,year
FRI,08,5,382,7037.47,2015
SAT,09,5,421,NA,2015
SUN,10,5,0,0,2015
MON,11,5,220,3959.97,2015
TUE,12,5,107,1706.88,2015
WED,13,5,118,2009.18,2015
THU,14,5,154,2232.32,2015
FRI,15,5,215,3792.76,2015
SAT,16,5,226,3990.47,2015
SUN,17,5,0,0,2015
MON,18,5,173,3122.21,2015
TUE,19,5,172,3083.32,2015
WED,20,5,161,2762.86,2015
THU,21,5,189,3417.05,2015
FRI,22,5,241,NA,2015
SAT,23,5,232,4268.61,2015
SUN,24,5,0,0,2015
MON,25,5,0,0,2015
TUE,26,5,177,2853.64,2015
WED,27,5,163,2966.55,2015
THU,28,5,194,3389.09,2015
FRI,29,5,230,NA,2015
WED,01,4,321,5518.08,2015
THU,02,4,298,5590.49,2015
FRI,03,4,381,6885.27,2015
SAT,04,4,399,7293.98,2015
SUN,05,4,0,0,2015
MON,06,4,338,6089.87,2015
TUE,07,4,242,4384.73,2015
WED,08,4,268,4930.77,2015
THU,09,4,296,5226.44,2015
FRI,10,4,316,5587.96,2015
SAT,11,4,281,4810.35,2015
SUN,12,4,0,0,2015
MON,13,4,258,NA,2015
TUE,14,4,245,4291.36,2015
WED,15,4,274,4605.05,2015
THU,16,4,271,4929.76,2015
FRI,17,4,320,6151.26,2015
SAT,18,4,374,6709.39,2015
SUN,19,4,0,0,2015
MON,20,4,271,4896.56,2015
TUE,21,4,135,NA,2015
WED,22,4,120,2029.39,2015
THU,23,4,282,4536.15,2015
FRI,24,4,375,6980.77,2015
SAT,25,4,419,7700.35,2015
SUN,26,4,0,0,2015
MON,27,4,346,6578.04,2015
TUE,28,4,84,1418.84,2015
WED,29,4,99,1696.71,2015
SUN,01,3,0,0,2015
MON,02,3,376,NA,2015
TUE,03,3,353,NA,2015
WED,04,3,344,NA,2015
THU,05,3,326,NA,2015
FRI,06,3,341,NA,2015
SAT,07,3,432,NA,2015
SUN,08,3,0,0,2015
MON,09,3,332,NA,2015
TUE,10,3,364,NA,2015
WED,11,3,304,NA,2015
THU,12,3,357,NA,2015
FRI,13,3,448,NA,2015
SAT,14,3,454,NA,2015
SUN,15,3,0,0,2015
MON,16,3,454,NA,2015
TUE,17,3,459,NA,2015
WED,18,3,395,NA,2015
THU,19,3,429,NA,2015
FRI,20,3,469,NA,2015
SAT,21,3,475,NA,2015
SUN,22,3,0,0,2015
MON,23,3,355,NA,2015
TUE,24,3,378,NA,2015
WED,25,3,376,NA,2015
THU,26,3,347,NA,2015
FRI,27,3,208,NA,2015
SAT,28,3,360,NA,2015
SUN,29,3,0,0,2015
SUN,01,2,0,0,2015
MON,02,2,347,5782.58,2015
TUE,03,2,419,7210.55,2015
WED,04,2,298,4808.17,2015
THU,05,2,0,0,2015
FRI,06,2,432,7662.51,2015
SAT,07,2,429,7740.22,2015
SUN,08,2,0,0,2015
MON,09,2,91,1696.57,2015
TUE,10,2,374,6437.39,2015
WED,11,2,359,6540.78,2015
THU,12,2,405,7293.67,2015
FRI,13,2,417,7680.78,2015
SAT,14,2,374,NA,2015
SUN,15,2,0,0,2015
MON,16,2,372,6746.44,2015
TUE,17,2,292,NA,2015
WED,18,2,177,3110.89,2015
THU,19,2,343,5912.22,2015
FRI,20,2,331,6090.66,2015
SAT,21,2,384,6766.71,2015
SUN,22,2,0,0,2015
MON,23,2,349,6100.58,2015
TUE,24,2,340,6034.13,2015
WED,25,2,317,5741.30,2015
THU,26,2,139,2315.96,2015
FRI,27,2,236,4481.27,2015
SAT,28,2,427,7982.92,2015
THU,01,1,0,0,2015
FRI,02,1,392,7773.52,2015
SAT,03,1,432,8271.32,2015
SUN,04,1,0,0,2015
MON,05,1,301,5305.73,2015
TUE,06,1,435,7598.31,2015
WED,07,1,420,7260.58,2015
THU,08,1,369,6413.65,2015
FRI,09,1,392,7277.92,2015
SAT,10,1,421,7621.74,2015
SUN,11,1,0,0,2015
MON,12,1,163,2828.72,2015
TUE,13,1,372,6742.38,2015
WED,14,1,266,4402.65,2015
THU,15,1,278,4908.99,2015
FRI,16,1,413,NA,2015
SAT,17,1,458,8816.13,2015
SUN,18,1,0,0,2015
MON,19,1,453,8419.87,2015
TUE,20,1,165,3066.76,2015
WED,21,1,465,7795.53,2015
THU,22,1,417,7586.48,2015
FRI,23,1,359,6834.31,2015
SAT,24,1,154,NA,2015
SUN,25,1,0,0,2015
MON,26,1,306,4865.04,2015
TUE,27,1,467,8024.44,2015
WED,28,1,438,8118.29,2015
THU,29,1,422,7750.71,2015
