wday,day,month,tcars,revenue,year
SAT,19,4,237,4425.89,2014
SUN,20,4,0,0,2014
MON,21,4,293,4690.06,2014
TUE,22,4,292,4990.28,2014
WED,23,4,261,3989.36,2014
THU,24,4,298,4475.81,2014
FRI,25,4,327,5178.26,2014
SAT,26,4,344,NA,2014
SUN,27,4,0,0,2014
MON,28,4,331,5371.71,2014
TUE,29,4,264,4326.67,2014
WED,30,4,234,4078.31,2014
SAT,01,3,411,7534.95,2014
SUN,02,3,0,0,2014
MON,03,3,411,7112.73,2014
TUE,04,3,371,6205.07,2014
WED,05,3,251,4145.52,2014
THU,06,3,95,1408.09,2014
FRI,07,3,335,5352.44,2014
SAT,08,3,374,6555.22,2014
SUN,09,3,0,0,2014
MON,10,3,338,5567.86,2014
TUE,11,3,308,5162.71,2014
WED,12,3,252,3628.39,2014
THU,13,3,356,5626.09,2014
FRI,14,3,387,6610.17,2014
SAT,15,3,346,5952.31,2014
SUN,16,3,0,0,2014
MON,17,3,179,2928.77,2014
TUE,18,3,281,4730.47,2014
WED,19,3,287,4907.32,2014
THU,20,3,333,5625.34,2014
FRI,21,3,346,6195.86,2014
SAT,22,3,372,6529.64,2014
SUN,23,3,0,0,2014
MON,24,3,85,1234.87,2014
TUE,25,3,138,2187.18,2014
WED,26,3,338,5775.43,2014
THU,27,3,257,4463.63,2014
FRI,28,3,295,NA,2014
SAT,29,3,143,NA,2014
SUN,30,3,0,0,2014
SAT,01,2,367,6159.67,2014
SUN,02,2,0,0,2014
MON,03,2,332,NA,2014
TUE,04,2,329,5490.17,2014
WED,05,2,289,4719.02,2014
THU,06,2,251,4255.33,2014
FRI,07,2,331,5582.01,2014
SAT,08,2,382,6730.65,2014
SUN,09,2,0,0,2014
MON,10,2,375,6342.56,2014
TUE,11,2,383,6712.74,2014
WED,12,2,263,4335.56,2014
THU,13,2,200,3306.01,2014
FRI,14,2,399,6601.42,2014
SAT,15,2,385,6725.11,2014
SUN,16,2,0,0,2014
MON,17,2,418,7164.91,2014
TUE,18,2,409,6613.64,2014
WED,19,2,421,7134.95,2014
THU,20,2,405,6830.06,2014
FRI,21,2,396,6666.74,2014
SAT,22,2,451,NA,2014
SUN,23,2,0,0,2014
MON,24,2,461,7447.17,2014
TUE,25,2,434,6929.51,2014
WED,26,2,369,6028.44,2014
THU,27,2,302,5217.24,2014
FRI,28,2,381,6270.64,2014
WED,01,1,0,0,2014
THU,02,1,328,NA,2014
FRI,03,1,279,5108.28,2014
SAT,04,1,21,NA,2014
SUN,05,1,0,0,2014
MON,06,1,282,4645.88,2014
TUE,07,1,221,3855.42,2014
WED,08,1,83,1426.43,2014
THU,09,1,145,2159.19,2014
FRI,10,1,318,5315.48,2014
SAT,11,1,374,NA,2014
SUN,12,1,0,0,2014
MON,13,1,350,5918.43,2014
TUE,14,1,241,3739.56,2014
WED,15,1,180,3133.64,2014
THU,16,1,326,5647.86,2014
FRI,17,1,334,5791.52,2014
SAT,18,1,414,6611.65,2014
SUN,19,1,0,0,2014
MON,20,1,369,6036.05,2014
TUE,21,1,23,336.61,2014
WED,22,1,331,5113.71,2014
THU,23,1,323,5251.25,2014
FRI,24,1,369,6042.06,2014
SAT,25,1,340,5495.74,2014
SUN,26,1,0,0,2014
MON,27,1,364,6065.24,2014
TUE,28,1,302,4805.16,2014
WED,29,1,47,768.89,2014
THU,30,1,0,0,2014
SUN,01,12,0,0,2013
MON,02,12,219,3378.12,2013
TUE,03,12,237,3898.79,2013
WED,04,12,225,3481.86,2013
THU,05,12,235,3932.55,2013
FRI,06,12,314,5304.21,2013
SAT,07,12,320,5323.25,2013
SUN,08,12,0,0,2013
MON,09,12,250,3972.92,2013
TUE,10,12,249,3921.03,2013
WED,11,12,229,3488.93,2013
THU,12,12,171,NA,2013
FRI,13,12,290,4984.38,2013
SAT,14,12,311,5327.38,2013
SUN,15,12,0,0,2013
MON,16,12,213,16.36,2013
TUE,17,12,222,3811.16,2013
WED,18,12,235,4072.76,2013
THU,19,12,245,4324.72,2013
FRI,20,12,284,17.44,2013
SAT,21,12,295,17.70,2013
SUN,22,12,0,0,2013
MON,23,12,331,5376.24,2013
TUE,24,12,222,3513.59,2013
WED,25,12,0,0,2013
THU,26,12,121,1919.81,2013
FRI,27,12,275,4625.25,2013
SAT,28,12,240,4204.18,2013
SUN,29,12,0,0,2013
MON,30,12,275,NA,2013
FRI,01,11,346,6098.38,2013
SAT,02,11,320,5596.22,2013
NA,03,11,0,0,2013
MON,04,11,258,4368.93,2013
TUE,05,11,287,4912.27,2013
WED,06,11,335,5770.98,2013
THU,07,11,356,5985.03,2013
FRI,08,11,405,6939.29,2013
SAT,09,11,281,NA,2013
SUN,10,11,0,0,2013
MON,11,11,331,5451.21,2013
TUE,12,11,303,4873.05,2013
WED,13,11,197,2922.96,2013
THU,14,11,316,5526.51,2013
FRI,15,11,296,5100.72,2013
SAT,16,11,243,3922.58,2013
SUN,17,11,0,0,2013
MON,18,11,375,NA,2013
TUE,19,11,301,5149.63,2013
WED,20,11,353,5924.54,2013
THU,21,11,290,NA,2013
FRI,22,11,341,5245.29,2013
SAT,23,11,351,5764.98,2013
SUN,24,11,0,0,2013
MON,25,11,245,3754.06,2013
TUE,26,11,168,2584.19,2013
WED,27,11,210,NA,2013
THU,28,11,0,0,2013
FRI,29,11,214,3190.57,2013
SAT,30,11,216,3489.22,2013
TUE,01,10,125,2179.39,2013
WED,02,10,132,2116.55,2013
THU,03,10,103,1734.23,2013
FRI,04,10,173,2919.48,2013
SAT,05,10,244,NA,2013
SUN,06,10,0,0,2013
MON,07,10,124,1961.55,2013
TUE,08,10,174,2773.08,2013
WED,09,10,190,3446.45,2013
THU,10,10,245,NA,2013
FRI,11,10,325,5792.92,2013
SAT,12,10,358,NA,2013
SUN,13,10,0,0,2013
MON,14,10,268,4500.61,2013
TUE,15,10,275,NA,2013
WED,16,10,242,NA,2013
THU,17,10,274,4909.49,2013
FRI,18,10,315,5432.82,2013
SAT,19,10,350,5999.26,2013
SUN,20,10,0,0,2013
MON,21,10,247,4215.17,2013
TUE,22,10,214,3628.69,2013
WED,23,10,200,3198.48,2013
THU,24,10,141,2228.51,2013
FRI,25,10,301,5129.27,2013
SAT,26,10,363,6246.28,2013
SUN,27,10,0,0,2013
MON,28,10,320,5308.84,2013
TUE,29,10,308,5419.24,2013
WED,30,10,317,5444.07,2013
SUN,01,9,0,0,2013
MON,02,9,0,0,2013
TUE,03,9,137,2360.54,2013
WED,04,9,82,1366.45,2013
THU,05,9,106,NA,2013
FRI,06,9,188,3009.93,2013
SAT,07,9,115,2124.79,2013
SUN,08,9,0,0,2013
MON,09,9,145,2326.76,2013
TUE,10,9,116,NA,2013
WED,11,9,72,1350.39,2013
THU,12,9,41,620.64,2013
FRI,13,9,213,3576.59,2013
SAT,14,9,261,4819.36,2013
SUN,15,9,0,0,2013
MON,16,9,89,1267.96,2013
TUE,17,9,85,1365.98,2013
WED,18,9,73,1216.33,2013
THU,19,9,90,1492.03,2013
FRI,20,9,187,2956.59,2013
SAT,21,9,230,3860.61,2013
SUN,22,9,0,0,2013
MON,23,9,0,0,2013
TUE,24,9,93,1464.16,2013
WED,25,9,34,607.16,2013
THU,26,9,49,820.07,2013
FRI,27,9,249,4135.07,2013
SAT,28,9,279,5034.61,2013
SUN,29,9,0,0,2013
MON,30,9,188,3010.06,2013
THU,01,8,122,2016.34,2013
FRI,02,8,187,3236.37,2013
SAT,03,8,129,2349.08,2013
SUN,04,8,0,0,2013
MON,05,8,149,2457.52,2013
TUE,06,8,134,2193.52,2013
WED,07,8,107,1616.43,2013
THU,08,8,131,2150.54,2013
FRI,09,8,114,1974.43,2013
SAT,10,8,208,3365.77,2013
SUN,11,8,0,0,2013
MON,12,8,216,3634.93,2013
TUE,13,8,154,2696.79,2013
WED,14,8,122,2161.07,2013
THU,15,8,48,793.99,2013
FRI,16,8,186,3245.05,2013
SAT,17,8,186,3460.87,2013
SUN,18,8,0,0,2013
MON,19,8,75,1282.45,2013
TUE,20,8,61,960.09,2013
WED,21,8,91,1496.26,2013
THU,22,8,80,1282.14,2013
FRI,23,8,89,1469.43,2013
SAT,24,8,200,3602.38,2013
SUN,25,8,0,0,2013
MON,26,8,74,1125.78,2013
TUE,27,8,94,1340.42,2013
WED,28,8,101,NA,2013
THU,29,8,143,2498.24,2013
FRI,30,8,195,3307.76,2013
MON,01,7,25,370.77,2013
TUE,02,7,34,532.51,2013
WED,03,7,80,NA,2013
THU,04,7,0,0,2013
FRI,05,7,60,1000.81,2013
SAT,06,7,161,2571.09,2013
SUN,07,7,0,0,2013
MON,08,7,167,2493.78,2013
TUE,09,7,130,2169.07,2013
WED,10,7,121,1864.11,2013
THU,11,7,87,1352.27,2013
FRI,12,7,142,2382.14,2013
SAT,13,7,122,NA,2013
SUN,14,7,0,0,2013
MON,15,7,87,1338.73,2013
TUE,16,7,84,1420.96,2013
WED,17,7,107,NA,2013
THU,18,7,51,838.76,2013
FRI,19,7,144,2298.92,2013
SAT,20,7,186,3293.69,2013
SUN,21,7,0,0,2013
MON,22,7,190,3108.54,2013
TUE,23,7,189,3255.39,2013
WED,24,7,184,2991.06,2013
THU,25,7,171,3026.39,2013
NA,26,7,7,2806.56,2013
SAT,27,7,200,3526.13,2013
SUN,28,7,0,0,2013
MON,29,7,119,1912.61,2013
TUE,30,7,72,1087.49,2013
SAT,01,6,133,2323.58,2013
SUN,02,6,0,0,2013
MON,03,6,51,667.75,2013
TUE,04,6,0,0,2013
WED,05,6,0,0,2013
THU,06,6,40,426.24,2013
FRI,07,6,1,NA,2013
SAT,08,6,227,3548.93,2013
SUN,09,6,0,0,2013
MON,10,6,266,4200.88,2013
TUE,11,6,183,2978.59,2013
WED,12,6,123,2072.56,2013
THU,13,6,133,2059.01,2013
FRI,14,6,229,3928.04,2013
SAT,15,6,254,4151.73,2013
SUN,16,6,0,0,2013
MON,17,6,147,2223.97,2013
TUE,18,6,134,2328.36,2013
WED,19,6,117,1794.52,2013
THU,20,6,136,2230.01,2013
FRI,21,6,147,2538.58,2013
SAT,22,6,237,3780.63,2013
SUN,23,6,0,0,2013
MON,24,6,126,NA,2013
TUE,25,6,114,1869.43,2013
WED,26,6,81,1272.28,2013
THU,27,6,122,1767.56,2013
FRI,28,6,157,2510.13,2013
SAT,29,6,214,3643.23,2013
SUN,30,6,0,0,2013
WED,01,5,79,1339.23,2013
THU,02,5,0,0,2013
FRI,03,5,248,3919.75,2013
SAT,04,5,266,NA,2013
SUN,05,5,0,0,2013
MON,06,5,233,3792.08,2013
TUE,07,5,270,4492.09,2013
WED,08,5,249,3933.99,2013
THU,09,5,281,4612.92,2013
FRI,10,5,339,5564.45,2013
SAT,11,5,303,5241.07,2013
SUN,12,5,0,0,2013
MON,13,5,258,4417.08,2013
TUE,14,5,258,4250.95,2013
WED,15,5,242,3947.43,2013
THU,16,5,258,3935.14,2013
FRI,17,5,295,NA,2013
SAT,18,5,295,5276.37,2013
SUN,19,5,0,0,2013
MON,20,5,179,2996.83,2013
TUE,21,5,118,1918.46,2013
WED,22,5,156,2385.45,2013
THU,23,5,213,3262.87,2013
FRI,24,5,255,4168.98,2013
SAT,25,5,268,4591.43,2013
SUN,26,5,0,0,2013
MON,27,5,0,0,2013
TUE,28,5,92,1292.44,2013
WED,29,5,60,853.34,2013
THU,30,5,95,1475.22,2013
MON,01,4,327,6185.04,2013
TUE,02,4,335,5713.61,2013
WED,03,4,290,5166.53,2013
THU,04,4,168,3016.71,2013
FRI,05,4,0,0,2013
SAT,06,4,354,5944.49,2013
SUN,07,4,0,0,2013
MON,08,4,345,5649.29,2013
TUE,09,4,292,5110.06,2013
WED,10,4,168,NA,2013
THU,11,4,190,NA,2013
FRI,12,4,269,4525.64,2013
SAT,13,4,214,3487.88,2013
SUN,14,4,0,0,2013
MON,15,4,271,4512.41,2013
TUE,16,4,259,4312.68,2013
WED,17,4,225,3545.39,2013
THU,18,4,225,3972.76,2013
FRI,19,4,239,4070.84,2013
SAT,20,4,290,4777.72,2013
SUN,21,4,0,0,2013
MON,22,4,106,NA,2013
TUE,23,4,199,3319.54,2013
WED,24,4,246,4076.32,2013
THU,25,4,270,4890.65,2013
FRI,26,4,275,4642.04,2013
SAT,27,4,330,5890.17,2013
SUN,28,4,0,0,2013
MON,29,4,197,3563.22,2013
TUE,30,4,159,2740.92,2013
FRI,01,3,222,3687.08,2013
SAT,02,3,316,5644.36,2013
SUN,03,3,0,0,2013
MON,04,3,380,6352.28,2013
TUE,05,3,358,6058.53,2013
WED,06,3,245,NA,2013
THU,07,3,428,7364.29,2013
FRI,08,3,440,7643.71,2013
SAT,09,3,442,7740.05,2013
SUN,10,3,0,0,2013
MON,11,3,358,5782.83,2013
TUE,12,3,134,2180.92,2013
WED,13,3,346,5476.08,2013
THU,14,3,399,6579.74,2013
FRI,15,3,432,6915.13,2013
SAT,16,3,436,7583.45,2013
SUN,17,3,0,0,2013
MON,18,3,226,3827.21,2013
TUE,19,3,117,1799.94,2013
WED,20,3,191,3122.66,2013
THU,21,3,319,5356.39,2013
FRI,22,3,248,4062.51,2013
SAT,23,3,323,5783.18,2013
SUN,24,3,0,0,2013
MON,25,3,275,4598.43,2013
TUE,26,3,316,5449.33,2013
WED,27,3,307,NA,2013
THU,28,3,346,6219.36,2013
FRI,29,3,425,7495.05,2013
SAT,30,3,418,7356.19,2013
FRI,01,2,490,8258.46,2013
SAT,02,2,518,9009.98,2013
SUN,03,2,0,0,2013
MON,04,2,448,7714.39,2013
TUE,05,2,396,6530.02,2013
WED,06,2,350,5570.11,2013
THU,07,2,384,NA,2013
FRI,08,2,394,6728.47,2013
SAT,09,2,400,6984.73,2013
SUN,10,2,0,0,2013
MON,11,2,384,6404.41,2013
TUE,12,2,361,5985.15,2013
WED,13,2,270,4175.68,2013
THU,14,2,59,962.67,2013
FRI,15,2,0,0,2013
SAT,16,2,339,5399.23,2013
SUN,17,2,0,0,2013
MON,18,2,357,5874.77,2013
TUE,19,2,304,4898.85,2013
WED,20,2,318,5280.58,2013
THU,21,2,326,5197.78,2013
FRI,22,2,338,5668.47,2013
SAT,23,2,339,5895.61,2013
SUN,24,2,0,0,2013
MON,25,2,264,4418.99,2013
TUE,26,2,227,NA,2013
WED,27,2,111,1882.15,2013
THU,28,2,230,3825.37,2013
TUE,01,1,0,0,2013
WED,02,1,425,7163.51,2013
THU,03,1,398,6641.95,2013
FRI,04,1,266,4690.26,2013
SAT,05,1,413,7139.13,2013
SUN,06,1,0,0,2013
MON,07,1,336,5741.17,2013
TUE,08,1,382,6545.23,2013
WED,09,1,353,5940.91,2013
THU,10,1,397,6690.08,2013
FRI,11,1,434,7358.37,2013
SAT,12,1,416,6956.78,2013
SUN,13,1,0,0,2013
MON,14,1,386,6694.88,2013
TUE,15,1,387,6192.09,2013
WED,16,1,405,6709.49,2013
THU,17,1,248,4274.56,2013
FRI,18,1,352,5843.51,2013
SAT,19,1,408,7011.34,2013
SUN,20,1,0,0,2013
MON,21,1,337,5458.41,2013
TUE,22,1,348,5564.69,2013
WED,23,1,376,5464.51,2013
THU,24,1,432,7127.69,2013
FRI,25,1,481,NA,2013
SAT,26,1,466,7657.87,2013
SUN,27,1,0,0,2013
MON,28,1,435,7311.78,2013
TUE,29,1,366,6505.04,2013
WED,30,1,331,5152.58,2013
SAT,01,12,382,6699.62,2012
SUN,02,12,0,0,2012
MON,03,12,345,5552.37,2012
TUE,04,12,289,4684.87,2012
WED,05,12,204,3472.51,2012
THU,06,12,223,3868.29,2012
FRI,07,12,306,NA,2012
SAT,08,12,194,3386.56,2012
SUN,09,12,0,0,2012
MON,10,12,184,2938.85,2012
TUE,11,12,0,0,2012
WED,12,12,69,1162.55,2012
THU,13,12,155,NA,2012
NA,14,12,278,4527.71,2012
SAT,15,12,322,5494.27,2012
SUN,16,12,0,0,2012
MON,17,12,259,4288.79,2012
TUE,18,12,250,4298.03,2012
WED,19,12,262,4340.58,2012
THU,20,12,268,4886.78,2012
FRI,21,12,297,5164.38,2012
SAT,22,12,351,6487.75,2012
SUN,23,12,0,0,2012
MON,24,12,262,4437.19,2012
TUE,25,12,0,0,2012
WED,26,12,198,3353.17,2012
THU,27,12,283,4553.26,2012
FRI,28,12,234,4079.55,2012
SAT,29,12,242,4059.68,2012
SUN,30,12,0,0,2012
THU,01,11,357,6298.08,2012
FRI,02,11,407,7066.71,2012
SAT,03,11,405,NA,2012
SUN,04,11,0,0,2012
MON,05,11,262,4791.26,2012
TUE,06,11,151,2667.64,2012
WED,07,11,250,3979.49,2012
THU,08,11,296,5036.38,2012
FRI,09,11,302,5258.16,2012
SAT,10,11,311,5829.37,2012
SUN,11,11,0,0,2012
MON,12,11,207,3590.51,2012
TUE,13,11,279,4777.61,2012
WED,14,11,253,NA,2012
THU,15,11,311,5456.69,2012
FRI,16,11,265,4676.06,2012
SAT,17,11,350,6450.71,2012
SUN,18,11,0,0,2012
MON,19,11,350,6153.65,2012
TUE,20,11,266,4619.12,2012
WED,21,11,434,7444.72,2012
THU,22,11,0,0,2012
FRI,23,11,268,4767.41,2012
SAT,24,11,335,6158.42,2012
SUN,25,11,0,0,2012
MON,26,11,314,4987.51,2012
TUE,27,11,274,NA,2012
WED,28,11,296,4763.05,2012
THU,29,11,314,NA,2012
FRI,30,11,289,5010.14,2012
MON,01,10,40,654.55,2012
TUE,02,10,0,0,2012
WED,03,10,161,2291.15,2012
THU,04,10,134,2244.22,2012
FRI,05,10,175,NA,2012
SAT,06,10,175,3194.95,2012
SUN,07,10,0,0,2012
MON,08,10,129,2151.17,2012
TUE,09,10,171,2781.69,2012
WED,10,10,136,2391.26,2012
THU,11,10,244,3916.04,2012
FRI,12,10,277,4886.33,2012
SAT,13,10,283,NA,2012
SUN,14,10,0,0,2012
MON,15,10,212,NA,2012
TUE,16,10,238,4146.08,2012
WED,17,10,179,17.82,2012
THU,18,10,106,1656.85,2012
FRI,19,10,226,3870.34,2012
SAT,20,10,278,4968.09,2012
SUN,21,10,0,0,2012
MON,22,10,280,4951.09,2012
TUE,23,10,230,18.92,2012
WED,24,10,150,NA,2012
THU,25,10,125,16.82,2012
FRI,26,10,167,2773.37,2012
SAT,27,10,343,5552.96,2012
SUN,28,10,0,0,2012
MON,29,10,323,NA,2012
TUE,30,10,291,4721.68,2012
SAT,01,9,232,4115.46,2012
SUN,02,9,0,0,2012
MON,03,9,0,0,2012
TUE,04,9,186,2979.92,2012
WED,05,9,121,1879.21,2012
THU,06,9,145,2853.08,2012
FRI,07,9,169,3017.58,2012
SAT,08,9,205,3999.11,2012
SUN,09,9,0,0,2012
MON,10,9,48,888.38,2012
TUE,11,9,135,NA,2012
WED,12,9,128,1963.19,2012
THU,13,9,100,1510.08,2012
FRI,NA,9,204,3668.16,2012
SAT,15,9,161,2869.79,2012
SUN,16,9,0,0,2012
MON,17,9,54,720.78,2012
TUE,18,9,83,1425.71,2012
WED,19,9,98,1516.78,2012
THU,20,9,120,NA,2012
FRI,21,9,81,1654.11,2012
SAT,22,9,0,0,2012
SUN,23,9,0,0,2012
MON,24,9,179,2952.43,2012
