wday,day,month,tcars,revenue,year
WED,20,9,38,480.38,2006
THU,21,9,214,3083.52,2006
FRI,22,9,215,NA,2006
SAT,23,9,313,4890.48,2006
SUN,24,9,0,0,2006
MON,25,9,189,2595.77,2006
TUE,26,9,189,2714.86,2006
WED,27,9,82,1068.15,2006
THU,28,9,159,2487.34,2006
FRI,29,9,261,3816.03,2006
SAT,30,9,318,4819.06,2006
TUE,01,8,156,2295.28,2006
WED,02,8,163,2247.96,2006
THU,03,8,93,1418.74,2006
FRI,04,8,97,NA,2006
SAT,05,8,301,4657.13,2006
SUN,06,8,0,0,2006
MON,07,8,100,1342.88,2006
TUE,08,8,105,1612.46,2006
WED,09,8,140,2004.12,2006
THU,10,8,172,2368.27,2006
FRI,11,8,214,2989.94,2006
SAT,12,8,334,5371.91,2006
SUN,13,8,0,0,2006
MON,14,8,143,2175.13,2006
TUE,15,8,79,1083.13,2006
WED,16,8,79,1140.45,2006
THU,17,8,100,1303.93,2006
FRI,18,8,189,2557.47,2006
SAT,19,8,183,2644.16,2006
SUN,20,8,0,0,2006
MON,21,8,72,1010.75,2006
TUE,22,8,126,1541.23,2006
WED,23,8,121,1953.87,2006
THU,24,8,134,1979.57,2006
FRI,25,8,155,2220.92,2006
SAT,26,8,223,3375.46,2006
SUN,27,8,0,0,2006
MON,28,8,125,1750.32,2006
TUE,29,8,56,661.13,2006
WED,30,8,0,0,2006
THU,31,8,111,1458.85,2006
SAT,01,7,171,2411.72,2006
SUN,02,7,0,0,2006
MON,03,7,113,1595.82,2006
TUE,04,7,0,0,2006
WED,05,7,137,1765.63,2006
THU,06,7,60,924.33,2006
FRI,07,7,33,484.23,2006
SAT,08,7,116,NA,2006
SUN,09,7,0,0,2006
MON,10,7,124,1640.44,2006
TUE,11,7,60,749.99,2006
WED,12,7,79,1211.66,2006
THU,13,7,81,1118.46,2006
FRI,14,7,223,NA,2006
SAT,15,7,284,4571.15,2006
SUN,16,7,0,0,2006
MON,17,7,155,2070.89,2006
TUE,18,7,126,1893.29,2006
WED,19,7,95,1382.63,2006
THU,20,7,54,703.46,2006
FRI,21,7,115,1799.09,2006
SAT,22,7,23,355.56,2006
SUN,23,7,0,0,2006
MON,24,7,176,2424.01,2006
TUE,25,7,158,2303.85,2006
WED,26,7,119,1704.44,2006
THU,27,7,88,NA,2006
FRI,28,7,80,1181.16,2006
SAT,29,7,220,3628.22,2006
SUN,30,7,0,0,2006
MON,31,7,171,2645.54,2006
THU,01,6,158,2260.03,2006
FRI,02,6,244,3395.25,2006
SAT,03,6,311,4458.88,2006
SUN,04,6,0,0,2006
MON,05,6,185,2790.56,2006
TUE,06,6,187,2619.71,2006
WED,07,6,163,2387.17,2006
THU,08,6,192,2822.11,2006
FRI,09,6,198,2932.47,2006
SAT,10,6,80,1220.43,2006
SUN,11,6,0,0,2006
MON,12,6,0,0,2006
TUE,13,6,30,410.18,2006
WED,14,6,229,3111.57,2006
THU,15,6,267,NA,2006
FRI,16,6,298,4446.51,2006
SAT,17,6,323,4872.06,2006
SUN,18,6,0,0,2006
MON,19,6,139,2018.55,2006
TUE,20,6,143,1993.14,2006
WED,21,6,107,1468.03,2006
THU,22,6,148,2174.55,2006
FRI,23,6,199,2658.95,2006
SAT,24,6,265,4183.01,2006
SUN,25,6,0,0,2006
MON,26,6,74,1038.43,2006
TUE,27,6,127,1659.69,2006
WED,28,6,132,NA,2006
THU,29,6,157,2311.68,2006
FRI,30,6,119,1982.59,2006
MON,01,5,306,NA,2006
TUE,02,5,336,4602.85,2006
WED,03,5,278,4071.75,2006
THU,04,5,314,4405.71,2006
FRI,05,5,404,NA,2006
SAT,06,5,414,NA,2006
SUN,07,5,0,0,2006
MON,08,5,304,4375.98,2006
TUE,09,5,71,871.86,2006
WED,10,5,265,3349.11,2006
THU,11,5,204,2884.26,2006
FRI,12,5,289,4150.11,2006
SAT,13,5,339,5301.61,2006
SUN,14,5,0,0,2006
MON,15,5,157,2263.36,2006
TUE,16,5,1,NA,2006
WED,17,5,171,NA,2006
THU,18,5,221,3141.69,2006
FRI,19,5,282,NA,2006
SAT,20,5,350,5536.63,2006
SUN,21,5,0,0,2006
MON,22,5,175,2508.59,2006
TUE,23,5,91,1272.71,2006
WED,24,5,170,2388.41,2006
THU,25,5,86,1288.89,2006
FRI,26,5,143,1963.75,2006
SAT,27,5,264,4022.65,2006
SUN,28,5,0,0,2006
MON,29,5,0,0,2006
TUE,30,5,205,2976.77,2006
WED,31,5,210,NA,2006
SAT,01,4,443,6648.92,2006
SUN,02,4,0,0,2006
MON,03,4,365,5162.23,2006
TUE,04,4,296,4413.08,2006
WED,05,4,315,4320.54,2006
THU,06,4,334,4901.62,2006
FRI,07,4,376,5321.48,2006
SAT,08,4,398,NA,2006
SUN,09,4,0,0,2006
MON,10,4,0,0,2006
TUE,11,4,362,5107.19,2006
WED,12,4,298,4374.34,2006
THU,13,4,406,5847.11,2006
FRI,14,4,501,5749.06,2006
SAT,15,4,523,8000.21,2006
SUN,16,4,0,0,2006
MON,17,4,356,4914.88,2006
TUE,18,4,320,4636.82,2006
WED,19,4,309,3853.84,2006
THU,20,4,318,4573.68,2006
FRI,21,4,372,5402.81,2006
SAT,22,4,403,6106.21,2006
SUN,23,4,0,0,2006
MON,24,4,330,4812.07,2006
TUE,25,4,296,4612.52,2006
WED,26,4,270,3321.97,2006
THU,27,4,269,3925.06,2006
FRI,28,4,404,5943.84,2006
SAT,29,4,410,6254.48,2006
SUN,30,4,0,0,2006
WED,01,3,387,5667.97,2006
THU,02,3,387,5070.34,2006
FRI,03,3,371,5222.76,2006
SAT,04,3,528,7337.75,2006
NA,05,3,3,NA,2006
MON,06,3,347,5173.41,2006
TUE,07,3,344,5080.95,2006
WED,08,3,341,NA,2006
THU,09,3,326,4377.02,2006
FRI,10,3,376,5434.25,2006
SAT,11,3,520,7662.25,2006
SUN,12,3,0,0,2006
MON,13,3,391,5439.79,2006
TUE,14,3,388,5461.95,2006
WED,15,3,429,5579.28,2006
THU,16,3,370,5212.37,2006
FRI,17,3,438,6119.03,2006
SAT,18,3,490,7182.86,2006
SUN,19,3,0,0,2006
MON,20,3,380,5790.63,2006
TUE,21,3,404,5609.45,2006
WED,22,3,364,5216.12,2006
THU,23,3,293,4135.94,2006
FRI,24,3,322,4339.48,2006
SAT,25,3,433,5665.66,2006
SUN,26,3,0,0,2006
MON,27,3,368,5129.35,2006
TUE,28,3,345,5053.49,2006
WED,29,3,332,4042.23,2006
THU,30,3,355,4894.77,2006
FRI,31,3,411,6182.04,2006
WED,01,2,NA,NA,2006
THU,02,2,NA,NA,2006
FRI,03,2,NA,NA,2006
SAT,04,2,NA,NA,2006
SUN,05,2,NA,NA,2006
MON,06,2,NA,NA,2006
TUE,07,2,NA,NA,2006
WED,08,2,NA,NA,2006
THU,09,2,NA,NA,2006
FRI,10,2,NA,NA,2006
SAT,11,2,NA,NA,2006
SUN,12,2,NA,NA,2006
MON,13,2,NA,NA,2006
TUE,14,2,NA,NA,2006
WED,15,2,NA,NA,2006
THU,16,2,NA,NA,2006
FRI,17,2,NA,NA,2006
SAT,18,2,NA,NA,2006
SUN,19,2,NA,NA,2006
MON,20,2,NA,NA,2006
TUE,21,2,NA,NA,2006
WED,22,2,NA,NA,2006
THU,23,2,NA,NA,2006
FRI,24,2,NA,NA,2006
SAT,25,2,NA,NA,2006
SUN,26,2,NA,NA,2006
MON,27,2,NA,NA,2006
TUE,28,2,NA,NA,2006
SUN,01,1,0,0,2006
MON,02,1,343,4544.72,2006
TUE,03,1,297,4134.38,2006
WED,04,1,383,5252.26,2006
THU,05,1,348,5043.83,2006
FRI,06,1,193,2840.57,2006
SAT,07,1,422,6033.45,2006
SUN,08,1,0,0,2006
MON,09,1,354,4842.12,2006
TUE,10,1,284,4092.26,2006
WED,11,1,303,3832.91,2006
THU,12,1,326,4662.04,2006
FRI,13,1,295,4271.32,2006
SAT,14,1,390,5672.65,2006
SUN,15,1,0,0,2006
MON,16,1,427,NA,2006
TUE,17,1,323,4482.93,2006
WED,18,1,174,2216.88,2006
THU,19,1,383,5478.47,2006
FRI,20,1,405,NA,2006
SAT,21,1,462,6749.01,2006
SUN,22,1,0,0,2006
MON,23,1,346,4814.78,2006
TUE,24,1,338,4867.87,2006
WED,25,1,341,4244.31,2006
THU,26,1,344,4795.65,2006
FRI,27,1,408,5853.76,2006
SAT,28,1,448,6596.57,2006
SUN,29,1,0,0,2006
MON,30,1,236,3206.39,2006
