wday,day,month,tcars,revenue,year
WED,24,9,119,1775.22,2008
THU,25,9,131,1789.23,2008
FRI,26,9,175,NA,2008
SAT,27,9,156,NA,2008
SUN,28,9,0,0,2008
MON,29,9,97,1353.59,2008
TUE,30,9,13,152.89,2008
FRI,01,8,207,3385.05,2008
SAT,02,8,215,3394.75,2008
SUN,03,8,0,0,2008
MON,04,8,48,737.77,2008
TUE,05,8,86,1533.99,2008
WED,06,8,107,1751.30,2008
THU,07,8,135,2113.67,2008
FRI,08,8,155,2221.07,2008
SAT,09,8,86,1480.44,2008
SUN,10,8,0,0,2008
MON,11,8,4,NA,2008
TUE,12,8,76,1007.88,2008
WED,13,8,130,1930.59,2008
THU,14,8,115,1805.09,2008
FRI,15,8,187,2560.98,2008
SAT,16,8,214,3894.78,2008
SUN,17,8,0,0,2008
MON,18,8,0,0,2008
TUE,19,8,0,0,2008
WED,20,8,92,1283.17,2008
THU,21,8,18,263.03,2008
FRI,22,8,16,260.92,2008
SAT,23,8,38,628.09,2008
SUN,24,8,0,0,2008
MON,25,8,124,1860.36,2008
TUE,26,8,117,1695.77,2008
WED,27,8,94,1679.81,2008
THU,28,8,157,2247.52,2008
FRI,29,8,169,NA,2008
SAT,30,8,142,2634.94,2008
SUN,31,8,0,0,2008
TUE,01,7,131,NA,2008
WED,02,7,57,845.32,2008
THU,03,7,114,1729.37,2008
FRI,04,7,0,0,2008
SAT,05,7,192,3001.37,2008
NA,06,7,7,NA,2008
MON,07,7,88,1206.52,2008
TUE,08,7,90,1304.33,2008
WED,09,7,108,NA,2008
THU,10,7,120,1801.95,2008
FRI,11,7,162,2098.42,2008
SAT,12,7,125,NA,2008
SUN,13,7,0,0,2008
MON,14,7,0,0,2008
TUE,15,7,0,0,2008
WED,16,7,0,0,2008
THU,17,7,118,1446.82,2008
FRI,18,7,166,2508.54,2008
SAT,19,7,187,3036.72,2008
SUN,20,7,0,0,2008
MON,21,7,139,2228.94,2008
TUE,22,7,122,1868.58,2008
WED,23,7,119,1730.42,2008
THU,24,7,92,1262.28,2008
FRI,25,7,154,2390.62,2008
SAT,26,7,186,3143.56,2008
SUN,27,7,0,0,2008
MON,28,7,64,1008.91,2008
TUE,29,7,101,1592.88,2008
WED,30,7,96,1523.95,2008
THU,31,7,145,2155.45,2008
SUN,01,6,0,0,2008
MON,02,6,100,1363.66,2008
TUE,03,6,115,1754.71,2008
WED,04,6,113,1666.18,2008
THU,05,6,129,1807.93,2008
FRI,06,6,143,2010.95,2008
SAT,07,6,163,2377.36,2008
SUN,08,6,0,0,2008
MON,09,6,76,NA,2008
TUE,10,6,67,1061.30,2008
WED,11,6,104,1567.57,2008
THU,12,6,105,1517.49,2008
FRI,13,6,112,1645.68,2008
SAT,14,6,115,2180.67,2008
SUN,15,6,0,0,2008
MON,16,6,92,1284.22,2008
TUE,17,6,101,1554.71,2008
WED,18,6,55,752.02,2008
THU,19,6,46,699.58,2008
FRI,20,6,139,1787.12,2008
SAT,21,6,180,3000.37,2008
SUN,22,6,0,0,2008
MON,23,6,90,1368.29,2008
TUE,24,6,80,1319.66,2008
WED,25,6,56,848.36,2008
THU,26,6,44,633.96,2008
FRI,27,6,207,3074.66,2008
SAT,28,6,283,4275.55,2008
SUN,29,6,0,0,2008
MON,30,6,131,1768.81,2008
THU,01,5,322,4614.87,2008
FRI,02,5,390,5926.51,2008
SAT,03,5,381,5982.34,2008
SUN,04,5,0,0,2008
MON,05,5,288,4066.67,2008
TUE,06,5,251,3948.95,2008
WED,07,5,259,3587.59,2008
THU,08,5,220,3109.43,2008
FRI,09,5,285,4116.74,2008
SAT,10,5,343,5432.91,2008
SUN,11,5,0,0,2008
MON,12,5,231,3273.92,2008
TUE,13,5,252,3487.77,2008
WED,14,5,251,3191.48,2008
THU,15,5,288,4414.86,2008
FRI,16,5,303,4841.08,2008
SAT,17,5,345,5328.97,2008
SUN,18,5,0,0,2008
MON,19,5,231,3279.49,2008
TUE,20,5,207,3050.38,2008
WED,21,5,189,NA,2008
THU,22,5,195,NA,2008
FRI,23,5,283,4311.12,2008
SAT,24,5,298,4101.94,2008
SUN,25,5,0,0,2008
MON,26,5,0,0,2008
TUE,27,5,275,4201.03,2008
WED,28,5,178,2781.27,2008
THU,29,5,206,2850.19,2008
FRI,30,5,223,3207.65,2008
SAT,31,5,213,3070.73,2008
TUE,01,4,211,3265.28,2008
WED,02,4,107,1607.36,2008
THU,03,4,153,2439.87,2008
FRI,04,4,203,3042.16,2008
SAT,05,4,225,3729.55,2008
SUN,06,4,0,0,2008
MON,07,4,181,2676.54,2008
TUE,08,4,143,2218.57,2008
WED,09,4,206,2916.26,2008
THU,10,4,231,3099.66,2008
FRI,11,4,310,4574.75,2008
SAT,12,4,354,NA,2008
SUN,13,4,0,0,2008
MON,14,4,262,3698.28,2008
TUE,15,4,239,3594.48,2008
WED,16,4,235,3118.38,2008
THU,17,4,259,3807.17,2008
FRI,18,4,327,4777.54,2008
SAT,19,4,382,6266.82,2008
SUN,20,4,0,0,2008
MON,21,4,258,3624.77,2008
TUE,22,4,276,4203.54,2008
WED,23,4,284,4016.59,2008
THU,24,4,255,3790.94,2008
FRI,25,4,331,4952.07,2008
SAT,26,4,426,6698.51,2008
SUN,27,4,0,0,2008
MON,28,4,276,4223.25,2008
TUE,29,4,160,2400.92,2008
WED,30,4,322,3865.18,2008
SAT,01,3,428,6701.43,2008
SUN,02,3,0,0,2008
MON,03,3,376,NA,2008
TUE,04,3,252,3619.21,2008
WED,05,3,233,3415.41,2008
THU,06,3,303,4562.22,2008
FRI,07,3,332,4578.06,2008
SAT,08,3,321,5070.52,2008
SUN,09,3,0,0,2008
MON,10,3,301,4398.26,2008
TUE,11,3,200,2926.41,2008
WED,12,3,286,3556.03,2008
THU,13,3,388,5629.72,2008
FRI,14,3,408,5896.44,2008
SAT,15,3,435,6550.72,2008
SUN,16,3,0,0,2008
MON,17,3,348,5065.23,2008
TUE,18,3,342,5401.62,2008
WED,19,3,267,NA,2008
THU,20,3,265,3958.27,2008
FRI,21,3,398,6604.84,2008
SAT,22,3,200,3368.65,2008
SUN,23,3,0,0,2008
MON,24,3,256,3553.37,2008
TUE,25,3,354,5245.47,2008
WED,26,3,296,4421.65,2008
THU,27,3,321,4948.07,2008
FRI,28,3,405,6114.34,2008
SAT,29,3,389,6274.46,2008
SUN,30,3,0,0,2008
MON,31,3,322,4881.74,2008
FRI,01,2,NA,NA,2008
SAT,02,2,NA,NA,2008
NA,03,2,NA,NA,2008
MON,04,2,NA,NA,2008
TUE,05,2,NA,NA,2008
WED,06,2,NA,NA,2008
THU,07,2,NA,NA,2008
FRI,08,2,NA,NA,2008
SAT,09,2,NA,NA,2008
SUN,10,2,NA,NA,2008
MON,11,2,NA,NA,2008
TUE,12,2,NA,NA,2008
WED,13,2,NA,NA,2008
THU,14,2,NA,NA,2008
FRI,15,2,NA,NA,2008
SAT,16,2,NA,NA,2008
SUN,17,2,NA,NA,2008
MON,18,2,NA,NA,2008
TUE,19,2,NA,NA,2008
WED,20,2,NA,NA,2008
THU,21,2,NA,NA,2008
SAT,23,02,NA,NA,2008
SUN,24,2,NA,NA,2008
MON,25,2,NA,NA,2008
TUE,26,2,NA,NA,2008
NA,27,2,NA,NA,2008
WED,NA,0,NA,NA,2008
THU,29,22,0,0,2008
TUE,01,1,0,0,2008
WED,02,1,264,3944.73,2008
THU,03,1,250,3456.95,2008
FRI,04,1,334,4643.48,2008
SAT,05,1,197,2851.20,2008
SUN,06,1,0,0,2008
MON,07,1,357,NA,2008
TUE,08,1,329,4834.92,2008
WED,09,1,319,4369.52,2008
THU,10,1,337,5164.93,2008
FRI,11,1,299,4237.67,2008
SAT,12,1,333,4979.59,2008
SUN,13,1,0,0,2008
MON,14,1,339,4184.22,2008
TUE,15,1,305,NA,2008
WED,16,1,215,3052.45,2008
THU,17,1,161,2327.23,2008
FRI,18,1,306,NA,2008
SAT,19,1,424,6648.82,2008
SUN,20,1,0,0,2008
MON,21,1,274,4077.98,2008
TUE,22,1,279,3247.64,2008
WED,23,1,251,3425.32,2008
THU,24,1,168,2429.94,2008
FRI,25,1,389,5427.18,2008
SAT,26,1,397,5817.71,2008
SUN,27,1,0,0,2008
MON,28,1,363,5226.46,2008
TUE,29,1,347,4824.22,2008
WED,30,1,327,3711.54,2008
THU,31,1,317,4940.23,2008
SAT,01,12,344,5459.09,2007
SUN,02,12,0,0,2007
MON,03,12,284,NA,2007
TUE,04,12,240,3147.35,2007
WED,05,12,192,2339.02,2007
THU,06,12,238,3450.91,2007
FRI,07,12,287,4079.08,2007
SAT,08,12,333,NA,2007
SUN,09,12,0,0,2007
MON,10,12,241,3623.16,2007
TUE,11,12,234,3014.82,2007
WED,12,12,221,2804.43,2007
THU,13,12,183,2601.09,2007
FRI,14,12,79,NA,2007
SAT,15,12,163,2433.56,2007
SUN,16,12,0,0,2007
MON,17,12,231,3259.95,2007
TUE,18,12,229,3714.03,2007
WED,19,12,256,3818.06,2007
THU,20,12,271,3938.84,2007
FRI,21,12,265,3638.66,2007
SAT,22,12,402,6011.31,2007
SUN,23,12,0,0,2007
MON,24,12,269,3824.83,2007
TUE,25,12,0,0,2007
WED,26,12,224,3185.51,2007
THU,27,12,271,3840.44,2007
FRI,28,12,313,4911.75,2007
SAT,29,12,350,5352.79,2007
SUN,30,12,0,0,2007
MON,31,12,389,6009.11,2007
THU,01,11,173,2463.58,2007
FRI,02,11,372,5576.37,2007
SAT,03,11,425,6888.36,2007
SUN,04,11,0,0,2007
MON,05,11,305,NA,2007
TUE,06,11,317,4852.93,2007
WED,07,11,263,3796.26,2007
THU,08,11,276,4221.12,2007
FRI,09,11,350,5590.89,2007
SAT,10,11,372,5625.55,2007
SUN,11,11,0,0,2007
MON,12,11,305,4367.35,2007
TUE,13,11,281,4117.03,2007
WED,14,11,251,NA,2007
THU,15,11,280,4251.38,2007
FRI,16,11,368,NA,2007
SAT,17,11,374,5916.31,2007
SUN,18,11,0,0,2007
MON,19,11,299,4282.71,2007
TUE,20,11,310,4693.91,2007
WED,21,11,399,5919.15,2007
THU,22,11,0,0,2007
FRI,23,11,262,NA,2007
SAT,24,11,232,3744.39,2007
SUN,25,11,0,0,2007
MON,26,11,294,3532.22,2007
TUE,27,11,227,3433.04,2007
WED,28,11,174,2403.29,2007
THU,29,11,278,4005.38,2007
FRI,30,11,337,4788.87,2007
MON,01,10,NA,NA,2007
TUE,02,10,NA,NA,2007
WED,03,10,NA,NA,2007
THU,04,10,NA,NA,2007
FRI,05,10,NA,NA,2007
SAT,06,10,NA,NA,2007
SUN,07,10,NA,NA,2007
MON,08,10,NA,NA,2007
TUE,09,10,NA,NA,2007
WED,10,10,NA,NA,2007
THU,11,10,NA,NA,2007
FRI,12,10,NA,NA,2007
SAT,13,10,NA,NA,2007
SUN,14,10,NA,NA,2007
MON,15,10,NA,NA,2007
TUE,16,10,NA,NA,2007
WED,17,10,NA,NA,2007
THU,18,10,NA,NA,2007
FRI,19,10,NA,NA,2007
SAT,20,10,NA,NA,2007
SUN,21,10,NA,NA,2007
MON,22,10,NA,NA,2007
TUE,23,10,NA,NA,2007
WED,24,10,NA,NA,2007
THU,25,10,NA,NA,2007
FRI,26,10,NA,NA,2007
SAT,27,10,NA,NA,2007
SUN,28,10,NA,NA,2007
SAT,01,9,212,2879.38,2007
SUN,02,9,0,0,2007
MON,03,9,0,0,2007
TUE,04,9,169,2331.22,2007
WED,05,9,103,1514.29,2007
THU,06,9,119,1812.93,2007
FRI,07,9,177,2387.16,2007
SAT,08,9,247,3648.85,2007
SUN,09,9,0,0,2007
MON,10,9,0,0,2007
TUE,11,9,111,1674.87,2007
WED,12,9,103,1291.71,2007
THU,13,9,131,NA,2007
FRI,14,9,223,NA,2007
SAT,15,9,260,4166.26,2007
SUN,16,9,0,0,2007
MON,17,9,127,NA,2007
TUE,18,9,107,1759.68,2007
WED,19,9,95,1412.87,2007
THU,20,9,66,1211.58,2007
FRI,21,9,137,1987.27,2007
SAT,22,9,136,2305.49,2007
SUN,23,9,0,0,2007
MON,24,9,113,1787.65,2007
TUE,25,9,100,1619.51,2007
WED,26,9,81,1062.13,2007
THU,27,9,212,3357.54,2007
FRI,28,9,198,3122.04,2007
SAT,29,9,277,4414.39,2007
SUN,30,9,0,0,2007
WED,01,8,42,643.95,2007
THU,02,8,149,2065.33,2007
FRI,03,8,222,3352.32,2007
SAT,04,8,265,4238.04,2007
SUN,05,8,0,0,2007
MON,06,8,190,2443.97,2007
TUE,07,8,172,2542.59,2007
WED,08,8,133,2089.92,2007
THU,09,8,122,1791.13,2007
FRI,10,8,152,2118.13,2007
SAT,11,8,200,3125.79,2007
SUN,12,8,0,0,2007
MON,13,8,67,713.17,2007
TUE,14,8,73,1046.52,2007
WED,15,8,87,1220.05,2007
THU,16,8,109,1602.57,2007
FRI,17,8,204,2940.81,2007
SAT,18,8,205,2999.35,2007
SUN,19,8,0,0,2007
MON,20,8,143,2005.56,2007
TUE,21,8,133,NA,2007
WED,22,8,157,2003.18,2007
THU,23,8,111,1468.13,2007
FRI,24,8,118,1620.19,2007
SAT,25,8,204,3056.22,2007
SUN,26,8,0,0,2007
MON,27,8,101,1300.06,2007
TUE,28,8,141,2013.35,2007
WED,29,8,133,1849.15,2007
THU,30,8,172,2463.59,2007
FRI,31,8,200,2788.83,2007
SUN,01,7,0,0,2007
MON,02,7,104,1570.21,2007
TUE,03,7,136,1903.31,2007
WED,04,7,0,0,2007
THU,05,7,103,1397.61,2007
FRI,06,7,169,2500.73,2007
SAT,07,7,237,3442.17,2007
SUN,08,7,0,0,2007
MON,09,7,150,1999.05,2007
TUE,10,7,78,1081.39,2007
WED,11,7,121,NA,2007
THU,12,7,110,1448.62,2007
FRI,13,7,179,2527.08,2007
SAT,14,7,208,3086.87,2007
SUN,15,7,0,0,2007
MON,16,7,101,1286.77,2007
TUE,17,7,129,1826.58,2007
WED,18,7,158,2274.61,2007
THU,19,7,130,1912.12,2007
FRI,20,7,94,1218.41,2007
SAT,21,7,83,NA,2007
SUN,22,7,0,0,2007
MON,23,7,6,NA,2007
TUE,24,7,24,NA,2007
WED,25,7,159,NA,2007
THU,26,7,167,2193.18,2007
FRI,27,7,169,NA,2007
SAT,28,7,239,NA,2007
SUN,29,7,0,0,2007
MON,30,7,98,1227.83,2007
TUE,31,7,42,567.57,2007
FRI,01,6,23,NA,2007
SAT,02,6,23,315.46,2007
SUN,03,6,0,0,2007
MON,04,6,255,3192.03,2007
TUE,05,6,211,NA,2007
WED,06,6,3,NA,2007
THU,07,6,172,2280.48,2007
FRI,08,6,128,1648.84,2007
SAT,09,6,237,3470.03,2007
SUN,10,6,0,0,2007
MON,11,6,183,2448.01,2007
TUE,12,6,153,NA,2007
WED,13,6,114,1631.45,2007
THU,14,6,183,2542.72,2007
FRI,15,6,192,2646.26,2007
SAT,16,6,182,2578.41,2007
SUN,17,6,0,0,2007
MON,18,6,97,1284.31,2007
TUE,19,6,128,1826.64,2007
WED,20,6,139,1868.81,2007
THU,21,6,135,NA,2007
FRI,22,6,196,NA,2007
SAT,23,6,319,4865.47,2007
SUN,24,6,0,0,2007
MON,25,6,180,2306.67,2007
TUE,26,6,130,1877.66,2007
WED,27,6,106,1449.63,2007
THU,28,6,114,1418.87,2007
FRI,29,6,128,1566.74,2007
SAT,30,6,190,NA,2007
TUE,01,5,273,NA,2007
WED,02,5,256,3526.32,2007
THU,03,5,256,3639.93,2007
FRI,04,5,342,4787.78,2007
SAT,05,5,352,5151.58,2007
SUN,06,5,0,0,2007
MON,07,5,274,NA,2007
TUE,08,5,235,3272.76,2007
WED,09,5,230,3392.06,2007
THU,10,5,264,3587.46,2007
FRI,11,5,289,4015.58,2007
SAT,12,5,373,5618.94,2007
SUN,13,5,0,0,2007
MON,14,5,237,3110.62,2007
TUE,15,5,81,1009.29,2007
WED,16,5,79,899.22,2007
THU,17,5,163,2161.68,2007
FRI,18,5,284,3901.01,2007
SAT,19,5,288,4393.28,2007
SUN,20,5,0,0,2007
MON,21,5,265,3608.09,2007
TUE,22,5,263,3725.76,2007
WED,23,5,302,4237.15,2007
THU,24,5,189,2663.39,2007
FRI,25,5,0,0,2007
SAT,26,5,463,6464.67,2007
SUN,27,5,0,0,2007
MON,28,5,0,0,2007
TUE,29,5,409,5585.17,2007
WED,30,5,300,3977.69,2007
THU,31,5,241,3279.39,2007
NA,01,4,4,NA,2007
MON,02,4,343,4858.77,2007
TUE,03,4,328,4530.78,2007
WED,04,4,286,3412.77,2007
THU,05,4,302,4385.72,2007
FRI,06,4,293,4184.81,2007
SAT,07,4,467,6987.38,2007
SUN,08,4,0,0,2007
MON,09,4,246,NA,2007
TUE,10,4,145,2063.22,2007
WED,11,4,168,1877.31,2007
THU,12,4,132,1814.47,2007
FRI,13,4,345,4395.27,2007
SAT,14,4,292,4131.47,2007
SUN,15,4,0,0,2007
MON,16,4,250,3329.35,2007
TUE,17,4,241,3295.73,2007
WED,18,4,235,3225.13,2007
THU,19,4,259,3451.44,2007
FRI,20,4,313,4212.14,2007
SAT,21,4,383,5853.92,2007
SUN,22,4,0,0,2007
MON,23,4,326,3991.44,2007
TUE,24,4,261,3714.36,2007
WED,25,4,293,3897.16,2007
THU,26,4,272,3788.13,2007
FRI,27,4,295,4231.01,2007
SAT,28,4,387,5635.69,2007
SUN,29,4,0,0,2007
MON,30,4,295,3344.75,2007
THU,01,3,349,4841.72,2007
FRI,02,3,430,6232.85,2007
SAT,03,3,461,6696.11,2007
NA,04,3,3,NA,2007
MON,05,3,442,NA,2007
TUE,06,3,458,6283.83,2007
WED,07,3,393,4735.18,2007
THU,08,3,414,NA,2007
FRI,09,3,457,6716.34,2007
SAT,10,3,523,NA,2007
SUN,11,3,0,0,2007
MON,12,3,397,5279.13,2007
TUE,13,3,367,5095.59,2007
WED,14,3,311,3806.54,2007
THU,15,3,309,4246.81,2007
FRI,16,3,315,4342.02,2007
SAT,17,3,441,6352.05,2007
SUN,18,3,0,0,2007
MON,19,3,355,5013.57,2007
TUE,20,3,303,4226.95,2007
WED,21,3,342,4494.65,2007
THU,22,3,141,2017.16,2007
FRI,23,3,496,6755.22,2007
SAT,24,3,505,7472.42,2007
SUN,25,3,0,0,2007
MON,26,3,414,5295.88,2007
TUE,27,3,370,4916.34,2007
WED,28,3,393,5184.42,2007
THU,29,3,392,5345.95,2007
FRI,30,3,429,6222.38,2007
SAT,NA,NA,NA,NA,2007
THU,01,2,NA,NA,2007
FRI,02,2,NA,NA,2007
SAT,03,2,NA,NA,2007
SUN,04,2,NA,NA,2007
MON,05,2,NA,NA,2007
TUE,06,2,NA,NA,2007
WED,07,2,NA,NA,2007
THU,08,2,NA,NA,2007
FRI,09,2,NA,NA,2007
SAT,10,2,NA,NA,2007
SUN,11,2,NA,NA,2007
MON,12,2,NA,NA,2007
TUE,13,2,NA,NA,2007
WED,14,2,NA,NA,2007
THU,15,2,NA,NA,2007
FRI,16,2,NA,NA,2007
SAT,17,2,NA,NA,2007
SUN,18,2,NA,NA,2007
MON,19,2,NA,NA,2007
TUE,20,2,NA,NA,2007
WED,21,2,NA,NA,2007
THU,22,2,NA,NA,2007
FRI,23,2,NA,NA,2007
SAT,24,2,NA,NA,2007
SUN,25,2,NA,NA,2007
MON,26,2,NA,NA,2007
TUE,27,2,NA,NA,2007
WED,28,2,NA,NA,2007
MON,01,1,0,0,2007
TUE,02,1,246,3419.65,2007
WED,03,1,265,3750.46,2007
THU,04,1,299,4240.54,2007
FRI,05,1,359,NA,2007
SAT,06,1,450,NA,2007
SUN,07,1,0,0,2007
MON,08,1,280,3951.59,2007
TUE,09,1,362,5030.67,2007
WED,10,1,299,3818.59,2007
THU,11,1,308,4336.14,2007
FRI,12,1,352,4929.17,2007
SAT,13,1,422,NA,2007
SUN,14,1,0,0,2007
MON,15,1,354,NA,2007
TUE,16,1,364,5297.82,2007
WED,17,1,307,3996.07,2007
THU,18,1,357,5217.67,2007
FRI,19,1,390,5776.69,2007
SAT,20,1,511,7558.45,2007
SUN,21,1,0,0,2007
MON,22,1,375,5508.18,2007
TUE,23,1,313,4209.87,2007
WED,24,1,205,2558.51,2007
THU,25,1,0,0,2007
FRI,26,1,409,5557.82,2007
SAT,27,1,389,5460.87,2007
SUN,28,1,0,0,2007
MON,29,1,315,4358.47,2007
TUE,30,1,287,NA,2007
WED,31,1,1,NA,2007
FRI,01,12,338,4408.34,2006
SAT,02,12,379,5284.17,2006
SUN,03,12,0,0,2006
MON,04,12,218,NA,2006
TUE,05,12,189,2359.28,2006
WED,06,12,224,2748.95,2006
THU,07,12,232,NA,2006
FRI,08,12,195,2601.64,2006
SAT,09,12,410,6031.55,2006
NA,10,12,0,0,2006
MON,11,12,290,3916.86,2006
TUE,12,12,281,4021.25,2006
WED,13,12,236,3200.47,2006
THU,14,12,134,1718.54,2006
FRI,15,12,163,2079.66,2006
SAT,16,12,0,0,2006
SUN,17,12,0,0,2006
MON,18,12,349,4585.97,2006
TUE,19,12,315,4102.42,2006
WED,20,12,299,11.88,2006
THU,21,12,212,3004.23,2006
FRI,22,12,340,5006.42,2006
SAT,23,12,358,5445.04,2006
SUN,24,12,0,0,2006
MON,25,12,0,0,2006
TUE,26,12,53,NA,2006
WED,27,12,212,2738.53,2006
THU,28,12,274,3802.32,2006
FRI,29,12,333,NA,2006
SAT,30,12,438,6163.02,2006
WED,01,11,224,3119.02,2006
THU,02,11,37,514.71,2006
FRI,03,11,355,5015.46,2006
SAT,04,11,0,0,2006
SUN,05,11,0,0,2006
MON,06,11,333,4385.99,2006
TUE,07,11,0,0,2006
WED,08,11,302,NA,2006
THU,09,11,312,4361.41,2006
FRI,10,11,395,NA,2006
SAT,11,11,380,5817.14,2006
SUN,12,11,0,0,2006
MON,13,11,256,3572.88,2006
TUE,14,11,231,3416.92,2006
WED,15,11,227,2844.44,2006
THU,16,11,0,0,2006
FRI,17,11,408,NA,2006
SAT,18,11,437,6533.69,2006
SUN,19,11,0,0,2006
MON,20,11,241,3317.02,2006
TUE,21,11,280,NA,2006
WED,22,11,345,NA,2006
THU,23,11,0,0,2006
FRI,24,11,283,4066.25,2006
SAT,25,11,312,NA,2006
SUN,26,11,0,0,2006
MON,27,11,313,NA,2006
TUE,28,11,338,NA,2006
WED,29,11,243,3044.47,2006
THU,30,11,227,3074.09,2006
NA,01,10,0,0,2006
MON,02,10,211,3008.05,2006
TUE,03,10,186,2575.68,2006
WED,04,10,206,3016.85,2006
THU,05,10,154,NA,2006
FRI,06,10,298,4334.92,2006
SAT,07,10,394,NA,2006
SUN,08,10,0,0,2006
MON,09,10,176,2740.46,2006
TUE,10,10,288,4095.45,2006
WED,11,10,224,NA,2006
THU,12,10,172,2541.82,2006
FRI,13,10,293,4291.73,2006
SAT,14,10,339,5297.98,2006
SUN,15,10,0,0,2006
MON,16,10,273,3695.41,2006
TUE,17,10,221,3283.08,2006
WED,18,10,235,3434.52,2006
THU,19,10,256,NA,2006
FRI,20,10,288,NA,2006
SAT,21,10,414,6298.42,2006
SUN,22,10,0,0,2006
MON,23,10,288,3435.44,2006
TUE,24,10,298,4025.97,2006
WED,25,10,245,3261.83,2006
THU,26,10,276,3860.99,2006
FRI,27,10,307,4588.29,2006
SAT,28,10,0,0,2006
SUN,29,10,0,0,2006
MON,30,10,312,4191.04,2006
FRI,01,9,111,1572.79,2006
SAT,02,9,198,NA,2006
SUN,03,9,0,0,2006
MON,04,9,0,0,2006
TUE,05,9,82,1008.89,2006
WED,06,9,117,1549.75,2006
THU,07,9,153,2393.65,2006
FRI,08,9,226,3527.65,2006
SAT,09,9,255,4045.15,2006
SUN,10,9,0,0,2006
MON,11,9,177,2486.94,2006
TUE,12,9,121,1806.82,2006
WED,13,9,113,1716.67,2006
THU,14,9,99,1439.22,2006
FRI,15,9,203,3052.57,2006
SAT,16,9,306,NA,2006
SUN,17,9,0,0,2006
MON,18,9,102,1470.05,2006
TUE,19,9,133,1758.09,2006
