wday,day,month,tcars,revenue,year
MON,08,4,318,4203.88,2002
TUE,09,4,321,4448.12,2002
WED,10,4,281,3649.17,2002
THU,11,4,313,4324.88,2002
FRI,12,4,244,3172.82,2002
SAT,13,4,176,2551.66,2002
SUN,14,4,0,0,2002
MON,15,4,192,2760.09,2002
TUE,16,4,202,2648.36,2002
WED,17,4,182,2356.18,2002
THU,18,4,148,2044.93,2002
FRI,19,4,250,NA,2002
SAT,20,4,313,4577.05,2002
SUN,21,4,0,0,2002
MON,22,4,243,3307.28,2002
TUE,23,4,231,3203.18,2002
WED,24,4,214,3525.82,2002
THU,25,4,242,3357.58,2002
FRI,26,4,332,4341.25,2002
SAT,27,4,423,6191.74,2002
SUN,28,4,0,0,2002
MON,29,4,312,4352.42,2002
TUE,30,4,286,3826.86,2002
FRI,01,3,NA,NA,2002
SAT,02,3,NA,NA,2002
SUN,03,3,NA,NA,2002
MON,04,3,NA,NA,2002
TUE,05,3,NA,NA,2002
WED,06,3,NA,NA,2002
THU,07,3,NA,NA,2002
FRI,08,3,NA,NA,2002
SAT,09,3,NA,NA,2002
SUN,10,3,NA,NA,2002
MON,11,3,NA,NA,2002
TUE,12,3,NA,NA,2002
WED,13,3,NA,NA,2002
THU,14,3,NA,NA,2002
FRI,15,3,NA,NA,2002
SAT,16,3,NA,NA,2002
SUN,17,3,NA,NA,2002
MON,18,3,NA,NA,2002
TUE,19,3,NA,NA,2002
WED,20,3,NA,NA,2002
SUN,24,3,NA,NA,2002
FRI,01,2,398,5458.69,2002
SAT,02,2,504,7024.55,2002
SUN,03,2,0,0,2002
MON,04,2,437,5642.75,2002
TUE,05,2,423,5356.59,2002
WED,06,2,381,4913.02,2002
THU,07,2,309,3976.99,2002
FRI,08,2,475,NA,2002
SAT,09,2,429,5581.21,2002
SUN,10,2,0,0,2002
MON,11,2,328,3956.53,2002
TUE,12,2,347,4337.75,2002
WED,13,2,240,2959.21,2002
THU,14,2,208,2716.53,2002
FRI,15,2,428,5219.54,2002
SAT,16,2,11,168.24,2002
SUN,17,2,0,0,2002
MON,18,2,354,4563.88,2002
TUE,19,2,329,4110.44,2002
WED,20,2,327,3908.28,2002
THU,21,2,249,3087.22,2002
FRI,22,2,259,3327.69,2002
SAT,23,2,0,0,2002
SUN,24,2,0,0,2002
MON,25,2,327,4006.59,2002
TUE,26,2,343,4550.26,2002
WED,27,2,199,2585.51,2002
THU,28,2,292,3712.88,2002
TUE,01,1,0,0,2002
WED,02,1,26,301.86,2002
THU,03,1,244,3210.33,2002
FRI,04,1,369,4654.29,2002
SAT,05,1,388,5428.13,2002
SUN,06,1,0,0,2002
MON,07,1,223,2930.29,2002
TUE,08,1,362,NA,2002
WED,09,1,339,4248.18,2002
THU,10,1,381,NA,2002
FRI,11,1,433,5902.76,2002
SAT,12,1,424,6040.91,2002
SUN,13,1,0,0,2002
MON,14,1,16,150.86,2002
TUE,15,1,137,1799.15,2002
WED,16,1,353,4472.65,2002
THU,17,1,311,4094.11,2002
FRI,18,1,380,5263.35,2002
SAT,19,1,442,6256.77,2002
SUN,20,1,0,0,2002
MON,21,1,328,4275.08,2002
TUE,22,1,296,3775.69,2002
WED,23,1,313,NA,2002
THU,24,1,352,4800.54,2002
FRI,25,1,393,5073.83,2002
SAT,26,1,463,6162.51,2002
SUN,27,1,0,0,2002
MON,28,1,339,4422.73,2002
TUE,29,1,296,3901.43,2002
WED,30,1,308,3840.96,2002
THU,01,11,219,13.04,2001
FRI,02,11,266,3153.88,2001
SAT,03,11,332,NA,2001
SUN,04,11,0,0,2001
MON,05,11,65,11.36,2001
TUE,06,11,356,4316.71,2001
WED,07,11,334,4381.37,2001
THU,08,11,364,4680.17,2001
FRI,09,11,367,4620.63,2001
SAT,10,11,440,5669.82,2001
SUN,11,11,0,0,2001
MON,12,11,307,3845.57,2001
TUE,13,11,295,3497.94,2001
WED,14,11,221,2724.96,2001
THU,15,11,167,2110.85,2001
FRI,16,11,411,5064.99,2001
SAT,17,11,487,NA,2001
SUN,18,11,0,0,2001
MON,19,11,358,NA,2001
TUE,20,11,343,4352.42,2001
WED,21,11,451,5736.43,2001
THU,22,11,0,0,2001
FRI,23,11,319,4142.92,2001
SAT,24,11,321,NA,2001
SUN,25,11,0,0,2001
MON,26,11,320,NA,2001
TUE,27,11,301,3698.04,2001
WED,28,11,284,3456.06,2001
THU,29,11,320,3924.54,2001
FRI,30,11,354,4410.22,2001
MON,01,10,NA,NA,2001
TUE,02,10,NA,NA,2001
WED,03,01,NA,NA,2001
THU,04,01,NA,NA,2001
FRI,05,10,NA,NA,2001
SAT,06,10,NA,NA,2001
SUN,07,10,NA,NA,2001
MON,08,10,NA,NA,2001
TUE,09,10,NA,NA,2001
WED,10,10,NA,NA,2001
THU,11,10,NA,NA,2001
FRI,12,10,NA,NA,2001
SAT,13,10,NA,NA,2001
SUN,14,10,NA,NA,2001
MON,15,10,NA,NA,2001
TUE,16,10,NA,NA,2001
WED,17,10,NA,NA,2001
THU,18,10,NA,NA,2001
FRI,19,10,NA,NA,2001
SAT,20,10,NA,NA,2001
SUN,21,10,NA,NA,2001
MON,22,10,NA,NA,2001
TUE,23,10,NA,NA,2001
WED,24,10,NA,NA,2001
THU,25,10,NA,NA,2001
FRI,26,10,NA,NA,2001
SAT,27,10,NA,NA,2001
SUN,28,10,NA,NA,2001
MON,29,10,NA,NA,2001
TUE,30,10,NA,NA,2001
SAT,01,9,241,NA,2001
SUN,02,9,0,0,2001
MON,03,9,0,0,2001
TUE,04,9,147,1754.47,2001
WED,05,9,141,1613.91,2001
THU,06,9,122,1470.07,2001
FRI,07,9,128,1458.54,2001
SAT,08,9,142,1906.53,2001
SUN,09,9,0,0,2001
MON,10,9,0,0,2001
TUE,11,9,18,183.38,2001
WED,12,9,79,873.84,2001
THU,13,9,16,156.91,2001
FRI,14,9,123,1462.66,2001
SAT,15,9,296,3834.35,2001
SUN,16,9,0,0,2001
MON,17,9,303,3733.56,2001
TUE,18,9,207,2575.64,2001
WED,19,9,145,1961.49,2001
THU,20,9,133,1678.98,2001
FRI,21,9,278,3420.03,2001
SAT,22,9,316,4436.46,2001
SUN,23,9,0,0,2001
MON,24,9,138,1617.45,2001
TUE,25,9,145,1788.74,2001
WED,26,9,139,1934.71,2001
THU,27,9,22,262.26,2001
FRI,28,9,17,145.32,2001
SAT,29,9,0,0,2001
SUN,30,9,0,0,2001
WED,01,8,55,657.68,2001
THU,02,8,33,400.74,2001
FRI,03,8,37,437.52,2001
SAT,04,8,290,3853.66,2001
SUN,05,8,0,0,2001
MON,06,8,240,2860.85,2001
TUE,07,8,176,2186.25,2001
WED,08,8,228,2972.01,2001
THU,09,8,229,3064.21,2001
FRI,10,8,214,2623.69,2001
SAT,11,8,304,4187.36,2001
SUN,12,8,0,0,2001
MON,13,8,202,2364.49,2001
TUE,14,8,164,1935.21,2001
WED,15,8,194,2495.08,2001
THU,16,8,193,2509.63,2001
FRI,17,8,247,NA,2001
SAT,18,8,279,3897.05,2001
SUN,19,8,0,0,2001
MON,20,8,160,2015.97,2001
TUE,21,8,106,1211.41,2001
WED,22,8,128,1580.61,2001
THU,23,8,194,2294.15,2001
FRI,24,8,240,2997.96,2001
SAT,25,8,285,3828.87,2001
SUN,26,8,0,0,2001
MON,27,8,169,NA,2001
TUE,28,8,174,2218.32,2001
WED,29,8,125,1616.71,2001
THU,30,8,157,1848.66,2001
SUN,01,7,0,0,2001
MON,02,7,120,NA,2001
TUE,03,7,141,1718.09,2001
WED,04,7,0,0,2001
THU,05,7,185,NA,2001
FRI,06,7,250,3441.75,2001
SAT,07,7,248,3475.58,2001
SUN,08,7,0,0,2001
MON,09,7,127,1478.56,2001
TUE,10,7,66,774.55,2001
WED,11,7,83,NA,2001
THU,12,7,147,1865.54,2001
FRI,13,7,192,NA,2001
SAT,14,7,13,149.79,2001
SUN,15,7,0,0,2001
MON,16,7,187,2160.76,2001
TUE,17,7,160,NA,2001
WED,18,7,154,NA,2001
THU,19,7,167,2157.38,2001
FRI,20,7,147,1836.97,2001
SAT,21,7,211,3123.85,2001
SUN,22,7,0,0,2001
MON,23,7,0,0,2001
TUE,24,7,105,1313.06,2001
WED,25,7,120,1382.79,2001
THU,26,7,124,1638.14,2001
FRI,27,7,154,1827.36,2001
SAT,28,7,286,4009.39,2001
SUN,29,7,0,0,2001
MON,30,7,227,2776.31,2001
FRI,01,6,NA,NA,2001
SAT,02,6,NA,NA,2001
SUN,03,6,NA,NA,2001
MON,04,6,NA,NA,2001
TUE,05,6,NA,NA,2001
WED,06,6,NA,NA,2001
THU,07,6,NA,NA,2001
FRI,08,6,NA,NA,2001
SAT,09,6,NA,NA,2001
SUN,10,6,NA,NA,2001
MON,11,6,NA,NA,2001
TUE,12,6,NA,NA,2001
WED,13,6,NA,NA,2001
THU,14,6,NA,NA,2001
FRI,15,6,NA,NA,2001
SAT,16,6,NA,NA,2001
SUN,17,6,NA,NA,2001
MON,18,6,NA,NA,2001
TUE,19,6,NA,NA,2001
WED,20,6,NA,NA,2001
THU,21,6,NA,NA,2001
FRI,22,6,NA,NA,2001
SAT,23,6,NA,NA,2001
SUN,24,6,NA,NA,2001
MON,25,6,NA,NA,2001
TUE,26,6,NA,NA,2001
WED,27,6,NA,NA,2001
THU,28,6,NA,NA,2001
FRI,29,6,NA,NA,2001
SAT,30,6,NA,NA,2001
TUE,01,5,NA,NA,2001
WED,02,5,NA,NA,2001
THU,03,5,NA,NA,2001
FRI,04,5,NA,NA,2001
SAT,05,5,NA,NA,2001
SUN,06,5,NA,NA,2001
MON,07,5,NA,NA,2001
TUE,08,5,NA,NA,2001
WED,09,5,NA,NA,2001
THU,10,5,NA,NA,2001
FRI,11,5,NA,NA,2001
SAT,12,5,NA,NA,2001
SUN,13,5,NA,NA,2001
MON,14,5,NA,NA,2001
TUE,15,5,NA,NA,2001
WED,16,5,NA,NA,2001
THU,17,5,NA,NA,2001
FRI,18,5,NA,NA,2001
SAT,19,5,NA,NA,2001
SUN,20,5,NA,NA,2001
MON,21,5,NA,NA,2001
TUE,22,5,NA,NA,2001
WED,23,5,NA,NA,2001
THU,24,5,NA,NA,2001
FRI,25,5,NA,NA,2001
SAT,26,5,NA,NA,2001
SUN,27,5,NA,NA,2001
MON,28,5,NA,NA,2001
SUN,01,4,0,0,2001
MON,02,4,431,5294.62,2001
TUE,03,4,346,4317.84,2001
WED,04,4,327,3877.54,2001
THU,05,4,317,NA,2001
FRI,06,4,311,3836.44,2001
SAT,07,4,314,4357.91,2001
SUN,08,4,0,0,2001
MON,09,4,256,3051.84,2001
TUE,10,4,250,3208.21,2001
WED,11,4,273,3181.37,2001
THU,12,4,275,3344.14,2001
FRI,13,4,351,NA,2001
SAT,14,4,432,5786.54,2001
SUN,15,4,0,0,2001
MON,16,4,304,3809.01,2001
TUE,17,4,293,3705.16,2001
WED,18,4,319,3994.23,2001
THU,19,4,316,3861.95,2001
FRI,20,4,384,4695.48,2001
SAT,21,4,438,5730.00,2001
SUN,22,4,0,0,2001
MON,23,4,363,4518.13,2001
TUE,24,4,328,4048.01,2001
WED,25,4,288,3726.96,2001
THU,26,4,300,3856.91,2001
FRI,27,4,391,4753.77,2001
SAT,28,4,393,5348.78,2001
SUN,29,4,0,0,2001
MON,30,4,110,1381.12,2001
THU,01,3,342,4098.64,2001
FRI,02,3,407,5046.41,2001
SAT,03,3,406,NA,2001
SUN,04,3,0,0,2001
MON,05,3,217,2601.81,2001
TUE,06,3,253,3143.32,2001
WED,07,3,253,3028.99,2001
THU,08,3,243,2931.53,2001
FRI,09,3,336,4200.84,2001
SAT,10,3,388,4841.42,2001
SUN,11,3,0,0,2001
MON,12,3,349,4284.07,2001
TUE,13,3,306,NA,2001
WED,14,3,302,NA,2001
THU,15,3,301,3681.58,2001
FRI,16,3,390,4814.47,2001
SAT,17,3,458,6049.44,2001
SUN,18,3,0,0,2001
MON,19,3,41,494.03,2001
TUE,20,3,189,2249.09,2001
WED,21,3,154,1755.13,2001
THU,22,3,269,3209.25,2001
FRI,23,3,414,5008.13,2001
SAT,24,3,448,5878.67,2001
SUN,25,3,0,0,2001
MON,26,3,335,4238.15,2001
TUE,27,3,353,4446.98,2001
WED,28,3,291,3601.28,2001
THU,29,3,202,2580.07,2001
FRI,30,3,9,100.98,2001
THU,01,2,356,4458.86,2001
FRI,02,2,425,5255.08,2001
SAT,03,2,455,5904.25,2001
SUN,04,2,0,0,2001
MON,05,2,381,4663.64,2001
TUE,06,2,456,5779.47,2001
WED,07,2,447,5357.54,2001
THU,08,2,462,5714.75,2001
FRI,09,2,506,6107.41,2001
SAT,10,2,489,6377.24,2001
SUN,11,2,0,0,2001
MON,12,2,374,4484.27,2001
TUE,13,2,341,4031.03,2001
WED,14,2,336,4209.96,2001
THU,15,2,343,4141.85,2001
FRI,16,2,419,5022.12,2001
SAT,17,2,414,5530.44,2001
SUN,18,2,0,0,2001
MON,19,2,373,4575.12,2001
TUE,20,2,333,4032.26,2001
WED,21,2,301,3538.03,2001
THU,22,2,283,3526.85,2001
FRI,23,2,355,4344.64,2001
SAT,24,2,430,5540.35,2001
SUN,25,2,0,0,2001
MON,26,2,310,3733.72,2001
TUE,27,2,404,5079.91,2001
WED,28,2,354,4164.58,2001
MON,01,1,0,0,2001
TUE,02,1,380,NA,2001
WED,03,1,369,4495.96,2001
THU,04,1,322,4092.72,2001
FRI,05,1,374,4531.69,2001
SAT,06,1,413,5301.74,2001
SUN,07,1,0,0,2001
MON,08,1,328,NA,2001
TUE,09,1,287,3541.39,2001
WED,10,1,247,3017.93,2001
THU,11,1,256,3097.65,2001
FRI,12,1,282,3504.14,2001
SAT,13,1,399,4984.72,2001
SUN,14,1,0,0,2001
MON,15,1,300,3600.74,2001
TUE,16,1,309,3774.09,2001
WED,17,1,259,NA,2001
THU,18,1,274,3481.36,2001
FRI,19,1,314,3938.36,2001
SAT,20,1,20,227.05,2001
SUN,21,1,2,NA,2001
MON,22,1,108,1263.64,2001
TUE,23,1,329,3830.52,2001
WED,24,1,339,NA,2001
THU,25,1,329,4055.17,2001
FRI,26,1,389,4832.73,2001
SAT,27,1,440,5760.36,2001
SUN,28,1,0,0,2001
MON,29,1,272,3365.99,2001
TUE,30,1,325,4105.07,2001
SAT,01,12,376,4879.71,2000
SUN,02,12,0,0,2000
MON,03,12,271,3378.01,2000
TUE,04,12,261,NA,2000
WED,05,12,285,NA,2000
THU,06,12,250,3296.06,2000
FRI,07,12,180,NA,2000
SAT,08,12,329,4357.75,2000
SUN,09,12,0,0,2000
MON,10,12,223,NA,2000
TUE,11,12,196,2475.32,2000
WED,12,12,208,2511.72,2000
THU,13,12,216,NA,2000
FRI,14,12,270,3516.75,2000
SAT,15,12,369,5042.48,2000
SUN,16,12,0,0,2000
MON,17,12,223,NA,2000
TUE,18,12,223,3028.51,2000
WED,19,12,286,3448.94,2000
THU,20,12,288,3874.14,2000
FRI,21,12,366,4704.15,2000
SAT,22,12,441,5843.43,2000
SUN,23,12,0,0,2000
MON,24,12,275,NA,2000
TUE,25,12,0,0,2000
WED,26,12,172,2084.83,2000
THU,27,12,146,1769.71,2000
FRI,28,12,311,NA,2000
SAT,29,12,194,2497.15,2000
SUN,30,12,0,0,2000
FRI,01,12,317,3686.72,2000
SAT,02,12,330,4100.56,2000
SUN,03,12,0,0,2000
MON,04,12,216,2520.67,2000
TUE,05,12,242,2723.53,2000
WED,06,12,193,2275.29,2000
THU,07,12,273,11.21,2000
FRI,08,12,366,4189.06,2000
SAT,09,12,354,4504.26,2000
SUN,10,12,0,0,2000
MON,11,12,67,725.66,2000
TUE,12,12,236,10.72,2000
WED,13,12,217,2519.56,2000
THU,14,12,241,11.26,2000
FRI,15,12,286,3427.04,2000
SAT,16,12,382,4840.54,2000
SUN,17,12,0,0,2000
MON,18,12,245,2794.68,2000
TUE,19,12,198,2244.34,2000
WED,20,12,254,2750.49,2000
THU,21,12,326,3834.47,2000
FRI,22,12,424,5210.14,2000
SAT,23,12,451,5608.41,2000
SUN,24,12,0,0,2000
MON,25,12,0,0,2000
TUE,26,12,278,11.30,2000
WED,27,12,6,10.74,2000
THU,28,12,162,NA,2000
FRI,29,12,297,3262.61,2000
SAT,30,12,431,5314.25,2000
WED,01,11,289,3459.68,2000
THU,02,11,283,3297.13,2000
FRI,03,11,382,4607.23,2000
SAT,04,11,381,4674.34,2000
SUN,05,11,0,0,2000
MON,06,11,269,3141.53,2000
TUE,07,11,274,3066.21,2000
WED,08,11,260,2968.37,2000
THU,09,11,285,3275.19,2000
FRI,10,11,352,4102.48,2000
SAT,11,11,401,4860.75,2000
SUN,12,11,0,0,2000
MON,13,11,269,3113.22,2000
TUE,14,11,224,2652.89,2000
WED,15,11,300,3366.35,2000
THU,16,11,294,3437.39,2000
FRI,17,11,357,4181.17,2000
SAT,18,11,415,NA,2000
SUN,19,11,0,0,2000
MON,20,11,24,285.22,2000
TUE,21,11,317,3541.01,2000
WED,22,11,390,11.83,2000
THU,23,11,0,0,2000
FRI,24,11,291,NA,2000
SAT,25,11,97,1202.16,2000
SUN,26,11,0,0,2000
MON,27,11,294,NA,2000
TUE,28,11,298,3528.55,2000
WED,29,11,209,2411.81,2000
THU,30,11,270,3012.07,2000
SUN,01,10,0,0,2000
MON,02,10,110,11.29,2000
TUE,03,10,52,532.99,2000
WED,04,10,86,1122.14,2000
THU,05,10,197,2359.13,2000
FRI,06,10,253,3193.83,2000
SAT,07,10,293,NA,2000
SUN,08,10,0,0,2000
MON,09,10,202,2234.74,2000
TUE,10,10,223,2634.91,2000
WED,11,10,222,2534.98,2000
THU,12,10,229,2715.15,2000
FRI,13,10,340,NA,2000
SAT,14,10,342,4398.29,2000
SUN,15,10,0,0,2000
MON,16,10,287,3248.92,2000
TUE,17,10,262,11.31,2000
WED,18,10,286,11.87,2000
THU,19,10,282,NA,2000
FRI,20,10,325,NA,2000
SAT,21,10,358,NA,2000
SUN,22,10,0,0,2000
MON,23,10,260,3203.92,2000
TUE,24,10,186,NA,2000
WED,25,10,305,3666.56,2000
THU,26,10,284,3149.27,2000
FRI,27,10,356,4064.38,2000
SAT,28,10,398,5110.09,2000
SUN,29,10,0,0,2000
MON,30,10,283,3382.06,2000
FRI,01,9,224,2684.13,2000
SAT,02,9,280,3404.91,2000
SUN,03,9,0,0,2000
MON,04,9,0,0,2000
TUE,05,9,148,1719.72,2000
WED,06,9,109,1233.24,2000
THU,07,9,3,NA,2000
FRI,08,9,154,1751.36,2000
SAT,09,9,176,2139.88,2000
SUN,10,9,0,0,2000
MON,11,9,138,NA,2000
TUE,12,9,123,1359.88,2000
WED,13,9,120,1353.19,2000
THU,14,9,174,2002.44,2000
FRI,15,9,98,1192.98,2000
SAT,16,9,79,936.78,2000
SUN,17,9,0,0,2000
MON,18,9,97,1163.08,2000
TUE,19,9,139,1587.12,2000
WED,20,9,64,722.33,2000
THU,21,9,146,1563.71,2000
FRI,22,9,225,2709.99,2000
SAT,23,9,274,3498.83,2000
SUN,24,9,0,0,2000
MON,25,9,192,2314.28,2000
TUE,26,9,178,NA,2000
WED,27,9,135,1666.52,2000
THU,28,9,134,NA,2000
FRI,29,9,222,2630.36,2000
SAT,30,9,270,3583.33,2000
TUE,01,8,88,942.58,2000
WED,02,8,61,733.99,2000
THU,03,8,95,NA,2000
FRI,04,8,110,NA,2000
SAT,05,8,201,2631.18,2000
SUN,06,8,0,0,2000
MON,07,8,153,1891.81,2000
TUE,08,8,172,1923.07,2000
WED,09,8,136,1491.14,2000
THU,10,8,166,1953.12,2000
FRI,11,8,237,2922.14,2000
SAT,12,8,54,NA,2000
SUN,13,8,0,0,2000
MON,14,8,178,2135.21,2000
TUE,15,8,153,1843.64,2000
WED,16,8,161,1854.25,2000
THU,17,8,164,1981.36,2000
FRI,18,8,217,2642.39,2000
SAT,19,8,211,2726.11,2000
SUN,20,8,0,0,2000
MON,21,8,132,1537.59,2000
TUE,22,8,78,964.69,2000
WED,23,8,85,1026.48,2000
THU,24,8,87,994.63,2000
FRI,25,8,141,1615.92,2000
SAT,26,8,207,2752.49,2000
SUN,27,8,0,0,2000
MON,28,8,107,1182.46,2000
TUE,29,8,105,1163.46,2000
WED,30,8,1,NA,2000
SAT,01,7,139,1884.89,2000
SUN,02,7,0,0,2000
MON,03,7,109,1382.83,2000
TUE,04,7,0,0,2000
WED,05,7,118,NA,2000
THU,06,7,111,1311.68,2000
FRI,07,7,173,2116.89,2000
SAT,08,7,131,NA,2000
SUN,09,7,0,0,2000
