wday,day,month,tcars,revenue,year
MON,10,7,113,1270.32,2000
TUE,11,7,103,NA,2000
WED,12,7,136,NA,2000
THU,13,7,151,NA,2000
FRI,14,7,211,2598.68,2000
SAT,15,7,149,1921.23,2000
SUN,16,7,0,0,2000
MON,17,7,139,1616.83,2000
TUE,18,7,155,1831.88,2000
WED,19,7,82,1016.67,2000
THU,20,7,124,1528.18,2000
FRI,21,7,181,2214.63,2000
SAT,22,7,133,1785.98,2000
SUN,23,7,0,0,2000
MON,24,7,145,NA,2000
TUE,25,7,124,1393.45,2000
WED,26,7,105,1248.28,2000
THU,27,7,148,1825.37,2000
FRI,28,7,201,2267.62,2000
SAT,29,7,232,3014.87,2000
SUN,30,7,0,0,2000
THU,01,6,146,NA,2000
FRI,02,6,168,1851.57,2000
SAT,03,6,168,2241.17,2000
SUN,04,6,0,0,2000
MON,05,6,142,1621.74,2000
TUE,06,6,132,1531.95,2000
WED,07,6,136,1444.71,2000
THU,08,6,92,1103.19,2000
FRI,09,6,141,1636.29,2000
SAT,10,6,171,2064.64,2000
SUN,11,6,0,0,2000
MON,12,6,92,1043.67,2000
TUE,13,6,98,NA,2000
WED,14,6,101,NA,2000
THU,15,6,117,1568.43,2000
FRI,16,6,161,1894.27,2000
SAT,17,6,181,2258.36,2000
SUN,18,6,0,0,2000
MON,19,6,130,1429.29,2000
TUE,20,6,107,1261.18,2000
WED,21,6,113,1290.34,2000
THU,22,6,125,1541.67,2000
FRI,23,6,171,NA,2000
SAT,24,6,217,2857.78,2000
SUN,25,6,0,0,2000
MON,26,6,70,784.95,2000
TUE,27,6,61,690.24,2000
WED,28,6,102,NA,2000
THU,29,6,131,1438.24,2000
FRI,30,6,181,2284.59,2000
MON,01,5,275,3348.58,2000
TUE,02,5,270,3080.45,2000
WED,03,5,104,1172.96,2000
THU,04,5,159,1902.61,2000
FRI,05,5,256,3009.44,2000
SAT,06,5,271,3393.82,2000
SUN,07,5,0,0,2000
MON,08,5,160,1977.91,2000
TUE,09,5,153,1770.98,2000
WED,10,5,109,1214.51,2000
THU,11,5,192,2252.16,2000
FRI,12,5,230,2675.83,2000
SAT,13,5,262,3419.76,2000
SUN,14,5,0,0,2000
MON,15,5,194,NA,2000
TUE,16,5,173,2064.81,2000
WED,17,5,174,2154.72,2000
THU,18,5,183,NA,2000
FRI,19,5,220,2648.44,2000
SAT,20,5,306,3778.17,2000
SUN,21,5,0,0,2000
MON,22,5,198,2351.24,2000
TUE,23,5,145,NA,2000
WED,24,5,196,2256.01,2000
THU,25,5,204,2303.69,2000
FRI,26,5,258,3034.46,2000
SAT,27,5,261,3326.07,2000
SUN,28,5,0,0,2000
MON,29,5,0,0,2000
TUE,30,5,165,1855.54,2000
SAT,01,4,294,3609.64,2000
SUN,02,4,0,0,2000
MON,03,4,232,NA,2000
TUE,04,4,206,2482.82,2000
WED,05,4,287,3204.78,2000
THU,06,4,252,2968.63,2000
FRI,07,4,306,3512.12,2000
SAT,08,4,303,3664.36,2000
SUN,09,4,0,0,2000
MON,10,4,266,3064.59,2000
TUE,11,4,209,2489.55,2000
WED,12,4,303,3394.14,2000
THU,13,4,220,2573.07,2000
FRI,14,4,0,0,2000
SAT,15,4,264,3359.05,2000
SUN,16,4,0,0,2000
MON,17,4,240,NA,2000
TUE,18,4,219,2556.25,2000
WED,19,4,226,2545.06,2000
THU,20,4,236,2775.51,2000
FRI,21,4,277,3389.46,2000
SAT,22,4,324,4100.25,2000
SUN,23,4,0,0,2000
MON,24,4,206,2288.55,2000
TUE,25,4,196,2264.25,2000
WED,26,4,273,3060.05,2000
THU,27,4,281,3359.73,2000
FRI,28,4,331,3903.17,2000
SAT,29,4,357,NA,2000
SUN,30,4,0,0,2000
WED,01,3,331,NA,2000
THU,02,3,369,4170.96,2000
FRI,03,3,380,4329.12,2000
SAT,04,3,382,NA,2000
SUN,05,3,0,0,2000
MON,06,3,322,3647.05,2000
TUE,07,3,289,3264.24,2000
WED,08,3,263,2806.58,2000
THU,09,3,313,3438.86,2000
FRI,10,3,339,NA,2000
SAT,11,3,340,4038.22,2000
SUN,12,3,0,0,2000
MON,13,3,281,3093.63,2000
TUE,14,3,259,2903.24,2000
WED,15,3,241,2654.66,2000
THU,16,3,267,2987.89,2000
FRI,17,3,289,3247.36,2000
SAT,18,3,325,3863.37,2000
SUN,19,3,0,0,2000
MON,20,3,193,2251.98,2000
TUE,21,3,209,2253.07,2000
WED,22,3,233,2559.41,2000
THU,23,3,223,2559.33,2000
FRI,24,3,279,3097.56,2000
SAT,25,3,340,NA,2000
SUN,26,3,0,0,2000
MON,27,3,187,2020.18,2000
TUE,28,3,218,2347.12,2000
WED,29,3,238,2718.63,2000
THU,30,3,250,2881.89,2000
TUE,01,2,274,NA,2000
WED,02,2,191,2129.28,2000
THU,03,2,275,3003.93,2000
FRI,04,2,418,4670.97,2000
SAT,05,2,454,5372.78,2000
SUN,06,2,0,0,2000
MON,07,2,351,3752.99,2000
TUE,08,2,80,771.23,2000
WED,09,2,393,4305.26,2000
THU,10,2,419,4780.44,2000
FRI,11,2,403,NA,2000
SAT,12,2,449,5369.22,2000
SUN,13,2,0,0,2000
MON,14,2,356,4157.86,2000
TUE,15,2,345,3774.16,2000
WED,16,2,322,3637.01,2000
THU,17,2,358,4056.55,2000
FRI,18,2,359,NA,2000
SAT,19,2,410,4775.35,2000
SUN,20,2,0,0,2000
MON,21,2,385,4365.47,2000
TUE,22,2,327,NA,2000
WED,23,2,292,3338.89,2000
THU,24,2,280,3047.54,2000
FRI,25,2,288,3403.79,2000
SAT,26,2,435,4955.03,2000
SUN,27,2,0,0,2000
MON,28,2,389,4395.26,2000
TUE,29,2,365,4196.89,2000
SAT,01,1,0,0,2000
SUN,02,1,0,0,2000
MON,03,1,240,2719.79,2000
TUE,04,1,203,2180.39,2000
WED,05,1,256,NA,2000
THU,06,1,256,NA,2000
FRI,07,1,255,2786.44,2000
SAT,08,1,260,3018.35,2000
SUN,09,1,0,0,2000
MON,10,1,242,2675.48,2000
TUE,11,1,235,2734.81,2000
WED,12,1,270,3014.44,2000
THU,13,1,321,3641.03,2000
FRI,14,1,305,3529.21,2000
SAT,15,1,328,3913.04,2000
SUN,16,1,0,0,2000
MON,17,1,314,3579.06,2000
TUE,18,1,317,NA,2000
WED,19,1,334,3682.73,2000
THU,20,1,273,2946.11,2000
FRI,21,1,379,4379.63,2000
SAT,22,1,432,5072.32,2000
SUN,23,1,0,0,2000
MON,24,1,11,125.43,2000
TUE,25,1,271,2951.89,2000
WED,26,1,293,3338.27,2000
THU,27,1,256,2699.89,2000
FRI,28,1,299,NA,2000
SAT,29,1,398,4704.11,2000
SUN,30,1,0,0,2000
